line,id,title,subtitle,sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,n_floors,raw_address,is_exact_address_hidden,street_name,street_number,floor,is_floor_under,neighborhood_id,operation,rent_price,buy_price,buy_price_by_area,is_buy_price_known,house_type_id,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_accessible,has_green_zones,energy_certificate,has_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east
2896,18846,"Dúplex en venta en paseo de la Dirección, 73","Berruguete, Madrid",86.0,,3,2.0,,"Paseo de la Direccin, 73",False,Paseo de la Direccin,73,3,False,Neighborhood 112: Berruguete (3273.56 €/m2) - District 17: Tetuán,sale,1451,405000,4709,True,HouseType 4: Dúplex,False,False,2019.0,False,True,True,True,True,True,False,False,False,False,True,False,False,en trámite,False,,,,,,
2898,18844,"Piso en venta en paseo de la Dirección, Madrid, 46","Berruguete, Madrid",48.0,,1,1.0,,"Paseo de la Direccin, Madrid, 46",False,Paseo de la Direccin,46,Bajo,True,Neighborhood 112: Berruguete (3273.56 €/m2) - District 17: Tetuán,sale,805,167000,3479,True,HouseType 1: Pisos,False,False,,False,True,True,True,True,True,False,False,False,False,False,False,False,en trámite,False,,,,,,
2899,18843,"Piso en venta en paseo de la Dirección, Madrid, 46","Berruguete, Madrid",45.0,,1,1.0,,"Paseo de la Direccin, Madrid, 46",False,Paseo de la Direccin,46,Bajo,True,Neighborhood 112: Berruguete (3273.56 €/m2) - District 17: Tetuán,sale,788,162000,3600,True,HouseType 1: Pisos,False,False,2019.0,False,True,True,True,True,True,False,False,False,False,False,False,False,en trámite,False,,,,,,
2900,18842,"Piso en venta en paseo de la Dirección, 46","Berruguete, Madrid",43.0,,1,1.0,,"Paseo de la Direccin, 46",False,Paseo de la Direccin,46,Bajo,True,Neighborhood 112: Berruguete (3273.56 €/m2) - District 17: Tetuán,sale,769,157000,3651,True,HouseType 1: Pisos,False,False,,False,True,True,True,True,True,False,False,False,False,False,False,False,en trámite,False,,,,,,
2901,18841,"Dúplex en venta en calle Burgos, Madrid, 5","Berruguete, Madrid",146.0,,3,2.0,,"Calle Burgos, Madrid, 5",False,Calle Burgos,5,Bajo,True,Neighborhood 112: Berruguete (3273.56 €/m2) - District 17: Tetuán,sale,1250,320000,2192,True,HouseType 4: Dúplex,False,False,,False,True,True,True,True,True,False,False,False,False,False,False,False,en trámite,False,,,,,,
2902,18840,"Piso en venta en calle Burgos, 5","Berruguete, Madrid",48.0,,1,1.0,,"Calle Burgos, 5",False,Calle Burgos,5,Bajo,True,Neighborhood 112: Berruguete (3273.56 €/m2) - District 17: Tetuán,sale,788,162000,3375,True,HouseType 1: Pisos,False,False,,False,True,True,True,True,True,False,False,False,False,False,False,False,en trámite,False,,,,,,
2903,18839,"Piso en venta en calle Asunción Castell, Madrid","Cuatro Caminos, Madrid",72.0,68.0,3,2.0,,"Calle Asuncin Castell, Madrid",True,"Calle Asuncin Castell, Madrid",,Entreplanta exterior,True,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,1311,345000,4792,True,HouseType 1: Pisos,False,False,,False,True,True,False,False,True,False,False,False,False,False,False,False,no indicado,False,,,,,,
2904,18838,Piso en venta en calle de San Germán,"Cuatro Caminos, Madrid",26.0,22.0,1,1.0,,Calle de San Germn,True,Calle de San Germn,,1,False,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,830,174000,6692,True,HouseType 1: Pisos,True,False,1917.0,False,True,False,True,False,True,False,False,False,False,False,False,False,D,False,,,False,False,True,False
2905,18837,"Piso en venta en paseo de la Castellana, 205","Ventilla-Almenara, Madrid",73.0,62.0,1,1.0,,"Paseo de la Castellana, 205",False,Paseo de la Castellana,205,1,False,Neighborhood 116: Ventilla-Almenara (3314.54 €/m2) - District 17: Tetuán,sale,1342,358000,4904,True,HouseType 1: Pisos,False,False,,True,False,True,True,True,True,False,False,False,False,False,True,False,en trámite,False,,,False,True,False,False
2906,18836,Piso en venta en travesía Herrera,"Valdeacederas, Madrid",51.0,38.0,1,1.0,,Travesia Herrera,True,Travesia Herrera,,Bajo,True,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,sale,661,128800,2525,True,HouseType 1: Pisos,False,False,,False,True,True,False,False,True,False,False,False,False,True,False,False,en trámite,False,,,,,,
2907,18835,Piso en venta en burgos,"Berruguete, Madrid",86.0,80.0,3,2.0,,burgos,True,burgos,,Entreplanta exterior,True,Neighborhood 112: Berruguete (3273.56 €/m2) - District 17: Tetuán,sale,979,220000,2558,True,HouseType 1: Pisos,False,False,1992.0,,,False,False,False,True,False,False,False,False,False,False,False,en trámite,False,,,,,,
2908,18834,"Estudio en venta en calle de Pedro Teixeira, 10","Cuatro Caminos, Madrid",33.0,27.0,0,1.0,,"Calle de Pedro Teixeira, 10",False,Calle de Pedro Teixeira,10,6,False,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,917,200000,6061,True,,False,False,1985.0,True,False,True,False,True,False,False,False,False,False,False,False,False,en trámite,False,,,True,False,False,False
2909,18833,Piso en venta en DOCTOR FEDERICO RUBIO Y GALI,"Bellas Vistas, Madrid",144.0,121.0,4,3.0,,DOCTOR FEDERICO RUBIO Y GALI,True,DOCTOR FEDERICO RUBIO Y GALI,,Bajo,True,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,2081,680000,4722,True,HouseType 1: Pisos,False,False,1925.0,False,True,False,True,False,True,False,False,True,False,False,True,False,en trámite,False,,,,,,
2910,18832,Piso en venta en avenida FEDERICO RUBIO Y GALI,"Bellas Vistas, Madrid",64.0,54.0,2,1.0,,Avenida FEDERICO RUBIO Y GALI,True,Avenida FEDERICO RUBIO Y GALI,,Bajo,True,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,1187,295000,4609,True,HouseType 1: Pisos,False,False,1925.0,False,True,True,True,False,True,False,False,False,False,False,True,False,en trámite,False,,,,,,
2911,18831,Piso en venta en calle Cuatro Amigos,"Ventilla-Almenara, Madrid",191.0,,4,2.0,,Calle Cuatro Amigos,True,Calle Cuatro Amigos,,7,False,Neighborhood 116: Ventilla-Almenara (3314.54 €/m2) - District 17: Tetuán,sale,2148,710000,3717,True,HouseType 1: Pisos,False,False,1981.0,False,True,True,False,True,True,False,False,True,False,True,False,False,en trámite,True,True,0.0,False,False,True,True
2912,18830,Piso en venta en Tenerife,"Bellas Vistas, Madrid",77.0,67.0,2,2.0,,Tenerife,True,Tenerife,,1,False,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,1197,299000,3883,True,HouseType 1: Pisos,False,False,2011.0,False,True,True,True,False,True,False,False,False,False,False,False,True,en trámite,False,,,,,,
2913,18829,Piso en venta en paseo de la Castellana,"Cuzco-Castillejos, Madrid",400.0,,4,4.0,,Paseo de la Castellana,True,Paseo de la Castellana,,5,False,Neighborhood 114: Cuzco-Castillejos (4347.59 €/m2) - District 17: Tetuán,sale,-181280,2780000,6950,True,HouseType 1: Pisos,False,False,,False,True,True,True,True,True,False,False,False,False,False,False,False,en trámite,False,,,,,,
2914,18828,Dúplex en venta en calle Dulcinea,"Cuatro Caminos, Madrid",96.0,95.0,3,2.0,,Calle Dulcinea,True,Calle Dulcinea,,Bajo,True,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,1508,430000,4479,True,HouseType 4: Dúplex,False,False,,False,True,True,True,False,False,False,False,False,False,False,False,False,C,True,True,0.0,,,,
2915,18827,Piso en venta en Lérida,"Cuzco-Castillejos, Madrid",63.0,,2,2.0,,Lrida,True,Lrida,,Bajo,True,Neighborhood 114: Cuzco-Castillejos (4347.59 €/m2) - District 17: Tetuán,sale,780,160000,2540,True,HouseType 1: Pisos,True,False,1989.0,False,True,False,False,True,True,False,False,False,False,False,False,False,en trámite,False,,,,,,
2917,18825,Piso en venta en Infanta mercedes,"Cuzco-Castillejos, Madrid",67.0,,1,1.0,,Infanta mercedes,True,Infanta mercedes,,2,False,Neighborhood 114: Cuzco-Castillejos (4347.59 €/m2) - District 17: Tetuán,sale,1275,330000,4925,True,HouseType 1: Pisos,False,False,1973.0,False,True,True,True,True,True,False,False,False,True,False,True,False,en trámite,True,True,0.0,False,True,False,False
2919,18823,"Piso en venta en calle Teresita González Quevedo, 5","Cuatro Caminos, Madrid",91.0,77.0,4,2.0,,"Calle Teresita Gonzlez Quevedo, 5",False,Calle Teresita Gonzlez Quevedo,5,2,False,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,1416,390000,4286,True,HouseType 1: Pisos,True,False,,False,True,False,False,True,True,False,False,True,False,False,True,False,no indicado,False,,,False,True,False,True
2921,18821,"Piso en venta en calle Paseo de la Dirección, 246","Valdeacederas, Madrid",103.0,,2,2.0,,"Calle Paseo de la Direccin, 246",False,Calle Paseo de la Direccin,246,1,False,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,sale,1717,522000,5068,True,HouseType 1: Pisos,False,True,,,,True,True,True,True,False,True,True,False,True,False,False,no indicado,True,True,0.0,False,False,True,False
2922,18820,"Piso en venta en calle de la Infanta Mercedes, 41","Cuatro Caminos, Madrid",88.0,80.0,3,2.0,,"Calle de la Infanta Mercedes, 41",False,Calle de la Infanta Mercedes,41,2,False,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,1346,360000,4091,True,HouseType 1: Pisos,False,False,,True,False,False,True,True,False,False,False,True,True,False,True,False,en trámite,False,,,,,,
2924,18818,"Piso en venta en calle de Felipe Mora, 12","Valdeacederas, Madrid",69.0,,2,1.0,,"Calle de Felipe Mora, 12",False,Calle de Felipe Mora,12,2,False,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,sale,1195,298000,4319,True,HouseType 1: Pisos,False,False,2004.0,,,False,False,True,True,False,False,False,False,False,False,False,C,False,,,,,,
2927,18815,Piso en venta en calle de Francos Rodríguez,"Bellas Vistas, Madrid",30.0,,2,1.0,,Calle de Francos Rodriguez,True,Calle de Francos Rodriguez,,Bajo,True,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,646,125000,4167,True,HouseType 1: Pisos,False,False,,False,True,False,False,True,False,False,False,False,False,False,False,False,en trámite,False,,,,,,
2928,18814,"Piso en venta en calle Bravo Murillo, 319","Valdeacederas, Madrid",55.0,50.0,1,1.0,,"Calle Bravo Murillo, 319",False,Calle Bravo Murillo,319,3,False,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,sale,1081,255000,4636,True,HouseType 1: Pisos,False,False,,False,True,True,False,False,True,False,False,False,True,False,False,False,G,False,,,False,False,True,False
2929,18813,"Piso en venta en calle Juan de la Encina, 13","Bellas Vistas, Madrid",42.0,,1,1.0,,"Calle Juan de la Encina, 13",False,Calle Juan de la Encina,13,1,False,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,901,195000,4643,True,HouseType 1: Pisos,False,False,,False,True,True,False,False,False,False,False,False,False,False,False,False,G,False,,,,,,
2930,18812,"Piso en venta en paseo de la Castellana, 177","Cuzco-Castillejos, Madrid",117.0,,2,2.0,,"Paseo de la Castellana, 177",False,Paseo de la Castellana,177,4,False,Neighborhood 114: Cuzco-Castillejos (4347.59 €/m2) - District 17: Tetuán,sale,1966,630000,5385,True,HouseType 1: Pisos,True,False,,,,False,True,True,True,False,True,False,True,False,False,False,en trámite,True,True,0.0,False,False,False,True
2931,18811,Piso en venta en calle de la Infanta Mercedes,"Cuatro Caminos, Madrid",50.0,,1,1.0,,Calle de la Infanta Mercedes,True,Calle de la Infanta Mercedes,,1,False,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,951,211000,4220,True,HouseType 1: Pisos,False,False,1979.0,True,False,True,False,True,True,False,False,True,True,False,False,False,en trámite,False,,,True,False,False,True
2932,18810,Piso en venta en calle del Marqués de Viana,"Valdeacederas, Madrid",82.0,55.0,1,1.0,,Calle del Marqus de Viana,True,Calle del Marqus de Viana,,6,False,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,sale,1067,250000,3049,True,HouseType 1: Pisos,True,False,2000.0,False,True,False,True,True,True,False,False,True,False,True,False,False,en trámite,False,,,True,False,True,False
2933,18809,"Dúplex en venta en calle Tenerife, 17","Bellas Vistas, Madrid",65.0,60.0,1,1.0,,"Calle Tenerife, 17",False,Calle Tenerife,17,Bajo,True,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,851,180000,2769,True,HouseType 4: Dúplex,False,False,,,,False,False,False,True,False,False,False,False,False,False,False,en trámite,False,,,,,,
2934,18808,"Piso en venta en calle Genciana, 10","Valdeacederas, Madrid",40.0,34.0,1,1.0,,"Calle Genciana, 10",False,Calle Genciana,10,1,False,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,sale,847,179000,4475,True,HouseType 1: Pisos,False,False,2007.0,False,True,True,True,True,True,False,False,False,True,False,True,False,no indicado,False,,,False,True,False,False
2935,18807,"Piso en venta en calle José Calvo, 11","Berruguete, Madrid",42.0,,1,1.0,,"Calle Jos Calvo, 11",False,Calle Jos Calvo,11,1,False,Neighborhood 112: Berruguete (3273.56 €/m2) - District 17: Tetuán,sale,705,140000,3333,True,HouseType 1: Pisos,False,False,,,,True,False,False,True,False,False,False,True,False,False,False,en trámite,False,,,False,False,False,True
2936,18806,Piso en venta en calle de Pedro Teixeira,"Cuatro Caminos, Madrid",120.0,101.0,4,2.0,,Calle de Pedro Teixeira,True,Calle de Pedro Teixeira,,2,False,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,1712,519999,4333,True,HouseType 1: Pisos,False,False,1960.0,True,False,True,True,True,True,False,False,False,False,True,False,False,en trámite,False,,,False,True,True,False
2937,18805,Piso en venta en paseo de la Castellana,"Cuzco-Castillejos, Madrid",135.0,110.0,2,1.0,,Paseo de la Castellana,True,Paseo de la Castellana,,8,False,Neighborhood 114: Cuzco-Castillejos (4347.59 €/m2) - District 17: Tetuán,sale,2106,690990,5118,True,HouseType 1: Pisos,False,False,1967.0,True,False,True,False,True,True,False,True,False,False,False,False,False,en trámite,False,,,False,False,True,True
2938,18804,"Piso en venta en calle Lino, 1","Cuzco-Castillejos, Madrid",88.0,,3,1.0,,"Calle Lino, 1",False,Calle Lino,1,2,False,Neighborhood 114: Cuzco-Castillejos (4347.59 €/m2) - District 17: Tetuán,sale,1052,245000,2784,True,HouseType 1: Pisos,False,False,,,,True,True,False,True,False,False,False,True,False,False,False,en trámite,False,,,True,True,False,True
2939,18803,"Piso en venta en paseo de la Castellana, 179","Cuzco-Castillejos, Madrid",135.0,120.0,3,2.0,,"Paseo de la Castellana, 179",False,Paseo de la Castellana,179,5,False,Neighborhood 114: Cuzco-Castillejos (4347.59 €/m2) - District 17: Tetuán,sale,1966,630000,4667,True,HouseType 1: Pisos,True,False,,,,True,True,True,True,False,True,False,False,False,False,False,en trámite,True,True,0.0,False,False,False,True
2940,18802,Piso en venta en calle Cuatro Amigos,"Ventilla-Almenara, Madrid",210.0,,5,3.0,,Calle Cuatro Amigos,True,Calle Cuatro Amigos,,6,False,Neighborhood 116: Ventilla-Almenara (3314.54 €/m2) - District 17: Tetuán,sale,2126,700000,3333,True,HouseType 1: Pisos,False,False,,True,False,False,True,True,True,False,False,False,False,False,False,False,en trámite,False,,,False,True,True,False
2943,18799,Piso en venta en calle de Orense,"Cuatro Caminos, Madrid",90.0,,1,1.0,,Calle de Orense,True,Calle de Orense,,,,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,1370,370000,4111,True,HouseType 1: Pisos,False,False,1975.0,,,True,True,True,True,False,False,True,True,False,False,False,en trámite,False,,,,,,
2944,18798,Ático en venta en calle de Villaamil,"Berruguete, Madrid",74.0,,1,1.0,,Calle de Villaamil,True,Calle de Villaamil,,5,False,Neighborhood 112: Berruguete (3273.56 €/m2) - District 17: Tetuán,sale,1225,310000,4189,True,HouseType 5: Áticos,False,False,2002.0,False,True,True,True,True,True,False,False,True,False,False,True,False,en trámite,False,,,,,,
2945,18797,Piso en venta en calle Panizo,"Berruguete, Madrid",79.0,73.0,3,1.0,,Calle Panizo,True,Calle Panizo,,2,False,Neighborhood 112: Berruguete (3273.56 €/m2) - District 17: Tetuán,sale,970,217000,2747,True,HouseType 1: Pisos,False,False,,True,False,True,True,False,True,False,False,True,True,True,False,False,en trámite,False,,,,,,
2946,18796,Piso en venta en calle de Müller,"Valdeacederas, Madrid",40.0,,1,1.0,,Calle de Moller,True,Calle de Moller,,Bajo,True,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,sale,798,165000,4125,True,HouseType 1: Pisos,False,False,,False,True,True,True,True,True,False,False,False,False,False,False,False,no indicado,False,,,,,,
2947,18795,"Piso en venta en calle de Wad-Ras, 10","Bellas Vistas, Madrid",88.0,,2,2.0,,"Calle de Wad-Ras, 10",False,Calle de Wad-Ras,10,1,False,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,1295,338379,3845,True,HouseType 1: Pisos,False,True,,,,False,False,True,True,False,False,False,False,True,False,False,no indicado,False,,,,,,
2948,18794,Piso en venta en calle del General Ramirez,"Cuatro Caminos, Madrid",117.0,,2,2.0,,Calle del General Ramirez,True,Calle del General Ramirez,,1,False,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,1564,455000,3889,True,HouseType 1: Pisos,False,False,,True,False,True,True,True,True,False,False,False,False,False,False,False,en trámite,False,,,,,,
2949,18793,Piso en venta en calle Sorgo,"Valdeacederas, Madrid",48.0,,2,1.0,,Calle Sorgo,True,Calle Sorgo,,Bajo,True,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,sale,740,149000,3104,True,HouseType 1: Pisos,False,False,,False,True,False,False,False,True,False,False,False,False,False,True,False,en trámite,False,,,,,,
2950,18792,Piso en venta en calle de Palencia,"Cuatro Caminos, Madrid",60.0,,1,1.0,,Calle de Palencia,True,Calle de Palencia,,1,False,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,1346,360000,6000,True,HouseType 1: Pisos,False,False,2019.0,,,True,True,True,True,False,False,True,False,True,False,False,en trámite,True,True,0.0,,,,
2951,18791,Piso en venta en calle Sorgo,"Valdeacederas, Madrid",41.0,35.0,1,1.0,,Calle Sorgo,True,Calle Sorgo,,1,False,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,sale,816,170000,4146,True,HouseType 1: Pisos,False,False,2009.0,False,True,False,True,False,True,False,False,False,False,True,False,False,E,False,,,,,,
2952,18790,"Piso en venta en calle Arroyo, 19","Valdeacederas, Madrid",55.0,54.0,2,1.0,,"Calle Arroyo, 19",False,Calle Arroyo,19,3,False,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,sale,1146,279000,5073,True,HouseType 1: Pisos,False,False,1970.0,False,True,True,True,True,True,False,False,False,True,False,True,False,G,True,True,0.0,False,False,True,True
2953,18789,"Piso en venta en calle de Francos Rodríguez, 44","Berruguete, Madrid",63.0,,2,1.0,,"Calle de Francos Rodriguez, 44",False,Calle de Francos Rodriguez,44,3,False,Neighborhood 112: Berruguete (3273.56 €/m2) - District 17: Tetuán,sale,964,215000,3413,True,HouseType 1: Pisos,False,False,,False,True,False,True,False,False,False,False,True,False,False,False,False,no indicado,False,,,,,,
2954,18788,Piso en venta en calle del Capitán Haya,"Cuzco-Castillejos, Madrid",163.0,,3,2.0,,Calle del Capitn Haya,True,Calle del Capitn Haya,,8,False,Neighborhood 114: Cuzco-Castillejos (4347.59 €/m2) - District 17: Tetuán,sale,2192,730000,4479,True,HouseType 1: Pisos,False,False,1960.0,True,False,True,True,True,True,False,False,True,False,True,False,False,en trámite,False,,,,,,
2955,18787,"Piso en venta en calle del Marqués de Leis, 10","Cuzco-Castillejos, Madrid",56.0,,2,1.0,,"Calle del Marqus de Leis, 10",False,Calle del Marqus de Leis,10,1,False,Neighborhood 114: Cuzco-Castillejos (4347.59 €/m2) - District 17: Tetuán,sale,1094,260000,4643,True,HouseType 1: Pisos,False,False,,,,True,True,False,True,False,False,True,True,False,False,False,en trámite,False,,,True,False,True,False
2956,18786,Estudio en venta en calle Edgar Neville,"Cuatro Caminos, Madrid",45.0,40.0,0,1.0,,Calle Edgar Neville,True,Calle Edgar Neville,,1,False,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,994,225000,5000,True,,False,False,,False,True,True,True,True,False,False,False,False,False,False,False,False,A,False,,,False,False,False,True
2957,18785,Piso en venta en calle Juan Pradillo,"Bellas Vistas, Madrid",63.0,,2,1.0,,Calle Juan Pradillo,True,Calle Juan Pradillo,,2,False,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,1187,295000,4683,True,HouseType 1: Pisos,False,False,2005.0,False,True,True,True,True,True,False,False,False,False,True,False,False,C,True,True,0.0,False,False,False,True
2958,18784,"Piso en venta en Garci Nuño, 26","Valdeacederas, Madrid",65.0,,2,1.0,,"Garci Nuo, 26",False,Garci Nuo,26,3,False,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,sale,1108,265000,4077,True,HouseType 1: Pisos,False,False,,False,True,True,False,False,True,False,False,True,False,False,False,False,no indicado,False,,,,,,
2959,18783,"Piso en venta en Olite, 45","Bellas Vistas, Madrid",80.0,,2,2.0,,"Olite, 45",False,Olite,45,4,False,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,1320,349000,4362,True,HouseType 1: Pisos,False,False,,False,True,True,True,True,True,False,False,False,False,False,False,False,no indicado,False,,,,,,
2960,18782,"Piso en venta en Beire, 19","Bellas Vistas, Madrid",60.0,,2,1.0,,"Beire, 19",False,Beire,19,1,False,Neighborhood 111: Bellas Vistas (3536.07 €/m2) - District 17: Tetuán,sale,1035,239000,3983,True,HouseType 1: Pisos,False,False,,False,True,True,False,True,True,False,False,True,False,False,False,False,no indicado,False,,,,,,
2961,18781,Piso en venta en calle de las Margaritas,"Berruguete, Madrid",68.0,56.0,2,1.0,,Calle de las Margaritas,True,Calle de las Margaritas,,1,False,Neighborhood 112: Berruguete (3273.56 €/m2) - District 17: Tetuán,sale,1200,300000,4412,True,HouseType 1: Pisos,False,False,2010.0,False,True,True,True,True,True,False,False,False,False,False,False,False,en trámite,False,,,,,,
2963,18779,Dúplex en venta en calle de los Voluntarios Catalanes,"Valdeacederas, Madrid",65.0,,2,2.0,,Calle de los Voluntarios Catalanes,True,Calle de los Voluntarios Catalanes,,3,False,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,sale,1416,390000,6000,True,HouseType 4: Dúplex,False,False,1999.0,False,True,True,True,True,True,False,False,True,False,False,False,False,en trámite,True,True,0.0,False,True,False,True
2964,18778,Piso en venta en ORENSE,"Cuatro Caminos, Madrid",57.0,,1,1.0,,ORENSE,True,ORENSE,,8,False,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,1346,360000,6316,True,HouseType 1: Pisos,False,False,,,,True,True,True,True,False,False,False,False,False,False,False,en trámite,False,,,False,False,False,True
2965,18777,Piso en venta en calle de San Germán,"Cuatro Caminos, Madrid",25.0,,1,1.0,,Calle de San Germn,True,Calle de San Germn,,1,False,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,830,174000,6960,True,HouseType 1: Pisos,True,False,1917.0,,,False,False,False,,False,False,False,False,False,False,False,no indicado,False,,,,,,
2966,18776,"Piso en venta en calle Edgar Neville, 7","Cuatro Caminos, Madrid",200.0,185.0,6,4.0,,"Calle Edgar Neville, 7",False,Calle Edgar Neville,7,1,False,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,2417,850000,4250,True,HouseType 1: Pisos,False,False,,,,True,True,True,True,False,False,False,True,False,False,False,A,False,,,,,,
2967,18775,"Piso en venta en calle de Fortunata y Jacinta, 3","Cuatro Caminos, Madrid",214.0,,5,3.0,,"Calle de Fortunata y Jacinta, 3",False,Calle de Fortunata y Jacinta,3,6,False,Neighborhood 113: Cuatro Caminos (4247.49 €/m2) - District 17: Tetuán,sale,2480,900000,4206,True,HouseType 1: Pisos,True,False,1960.0,True,False,False,True,True,True,False,False,False,False,True,False,False,no indicado,False,,,False,True,False,True
2968,18774,"Ático en venta en calle Santiago Cordero, 13","Valdeacederas, Madrid",80.0,,2,2.0,,"Calle Santiago Cordero, 13",False,Calle Santiago Cordero,13,3,False,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,sale,1172,289000,3612,True,HouseType 5: Áticos,False,False,2005.0,False,True,True,True,True,True,False,False,True,True,False,False,False,F,False,,,,,,
2969,18773,Piso en venta en calle de los Voluntarios Catalanes,"Valdeacederas, Madrid",97.0,85.0,2,2.0,,Calle de los Voluntarios Catalanes,True,Calle de los Voluntarios Catalanes,,3,False,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,sale,1428,395000,4072,True,HouseType 1: Pisos,False,False,,False,True,True,True,True,True,False,False,True,False,True,False,False,no indicado,True,True,0.0,,,,
2970,18772,"Dúplex en venta en calle Cantueso, 28","Valdeacederas, Madrid",80.0,,1,1.0,,"Calle Cantueso, 28",False,Calle Cantueso,28,3,False,Neighborhood 115: Valdeacederas (3163.8 €/m2) - District 17: Tetuán,sale,994,225000,2812,True,HouseType 4: Dúplex,False,False,,False,True,False,False,True,True,False,False,True,False,False,False,False,en trámite,True,True,0.0,,,,
